#Beta=5.9000, ml=0.006600, ms=0.132000, u0=1.000, Nt=4, Ns=16^3 
#Iters 	 TraceF3iDzF3iMinusF4iDzF4i.real 	 TraceF3iDzF3iMinusF4iDzF4i.imag 	 AvgTraceF3iDzF3iMinusF4iDzF4i.real 	 AvgTraceF3iDzF3iMinusF4iDzF4i.imag 	 TraceF4iDzF3iPlusF3iDzF4i.real 	 TraceF4iDzF3iPlusF3iDzF4i.imag 	 AvgTraceF4iDzF3iPlusF3iDzF4i.real 	 AvgTraceF4iDzF3iPlusF3iDzF4i.imag 
294 	 -7.214381e-03 	 2.382621e-04 	 -1.430784e-02 	 -2.561876e-04 	 8.098741e-06 	 1.302650e-03 	 -4.146130e-05 	 5.996507e-05 
295 	 -7.723239e-03 	 6.696702e-04 	 -1.428552e-02 	 -2.530491e-04 	 -7.080417e-04 	 1.983556e-03 	 -4.372090e-05 	 6.648572e-05 
296 	 -6.479029e-03 	 1.680485e-03 	 -1.425914e-02 	 -2.465169e-04 	 5.390985e-04 	 3.594228e-03 	 -4.175191e-05 	 7.840377e-05 
297 	 -6.383549e-03 	 2.932461e-03 	 -1.423263e-02 	 -2.358133e-04 	 3.082787e-03 	 1.475779e-03 	 -3.123158e-05 	 8.310874e-05 
298 	 -6.383549e-03 	 2.932461e-03 	 -1.420629e-02 	 -2.251815e-04 	 3.082787e-03 	 1.475779e-03 	 -2.078185e-05 	 8.778213e-05 
299 	 -4.780986e-03 	 2.022702e-03 	 -1.417476e-02 	 -2.176635e-04 	 3.749060e-03 	 1.360761e-03 	 -8.173689e-06 	 9.203958e-05 
300 	 -3.521275e-03 	 3.559553e-04 	 -1.413925e-02 	 -2.157514e-04 	 6.259550e-03 	 9.048219e-04 	 1.271872e-05 	 9.474886e-05 
301 	 -3.521275e-03 	 3.559553e-04 	 -1.410398e-02 	 -2.138521e-04 	 6.259550e-03 	 9.048219e-04 	 3.347231e-05 	 9.744013e-05 
302 	 -7.873496e-03 	 -1.503310e-04 	 -1.408335e-02 	 -2.136417e-04 	 5.677060e-03 	 -9.087829e-06 	 5.215969e-05 	 9.708739e-05 
303 	 -7.403352e-03 	 -1.059803e-03 	 -1.406130e-02 	 -2.164344e-04 	 -2.282001e-03 	 6.086487e-04 	 4.445619e-05 	 9.877571e-05 
304 	 -4.718947e-03 	 1.125070e-03 	 -1.403057e-02 	 -2.120215e-04 	 -1.495064e-03 	 1.942108e-03 	 3.939198e-05 	 1.048393e-04 
305 	 -4.141364e-03 	 1.241522e-03 	 -1.399815e-02 	 -2.072558e-04 	 -6.565041e-04 	 -3.023844e-04 	 3.711035e-05 	 1.035041e-04 
306 	 -5.405942e-03 	 -4.803041e-04 	 -1.397007e-02 	 -2.081481e-04 	 1.020247e-03 	 -9.936861e-05 	 4.032322e-05 	 1.028412e-04 
307 	 -4.624649e-03 	 -6.993819e-04 	 -1.393963e-02 	 -2.097482e-04 	 -1.125072e-04 	 1.650489e-03 	 3.982540e-05 	 1.078824e-04 
308 	 -4.250567e-03 	 -4.690697e-04 	 -1.390817e-02 	 -2.105902e-04 	 4.898428e-04 	 7.237333e-04 	 4.128650e-05 	 1.098819e-04 
309 	 -3.801922e-03 	 -1.828347e-03 	 -1.387546e-02 	 -2.158256e-04 	 -1.840338e-03 	 1.141471e-03 	 3.519709e-05 	 1.132203e-04 
310 	 -4.965638e-03 	 -2.108919e-03 	 -1.384672e-02 	 -2.219324e-04 	 -4.312308e-03 	 5.619070e-04 	 2.117289e-05 	 1.146677e-04 
311 	 -4.946977e-03 	 -4.932626e-04 	 -1.381810e-02 	 -2.228048e-04 	 -3.604752e-03 	 1.439735e-03 	 9.513964e-06 	 1.189284e-04 
312 	 -6.561744e-03 	 -1.641174e-03 	 -1.379485e-02 	 -2.273509e-04 	 -1.798503e-03 	 1.374861e-03 	 3.719037e-06 	 1.229538e-04 
313 	 -7.396780e-03 	 1.179740e-04 	 -1.377440e-02 	 -2.262476e-04 	 -4.529651e-04 	 1.129382e-03 	 2.259982e-06 	 1.261692e-04 
314 	 -5.964358e-03 	 -1.004812e-03 	 -1.374953e-02 	 -2.287271e-04 	 1.041055e-03 	 1.793096e-03 	 5.568245e-06 	 1.314779e-04 
315 	 -5.679113e-03 	 8.512827e-04 	 -1.372391e-02 	 -2.252985e-04 	 4.934090e-04 	 1.263697e-03 	 7.116946e-06 	 1.350723e-04 
316 	 -5.679113e-03 	 8.512827e-04 	 -1.369845e-02 	 -2.218916e-04 	 4.934090e-04 	 1.263697e-03 	 8.655845e-06 	 1.386439e-04 
317 	 -6.782377e-03 	 4.791291e-04 	 -1.367664e-02 	 -2.196802e-04 	 -2.803879e-04 	 8.365786e-04 	 7.744034e-06 	 1.408456e-04 
318 	 -5.617173e-03 	 -9.833797e-04 	 -1.365129e-02 	 -2.220818e-04 	 4.549234e-03 	 1.401714e-03 	 2.202545e-05 	 1.448106e-04 
319 	 -7.566497e-03 	 -2.297530e-03 	 -1.363222e-02 	 -2.285879e-04 	 3.028203e-03 	 -3.513192e-04 	 3.144920e-05 	 1.432553e-04 
320 	 -5.824922e-03 	 -9.562808e-04 	 -1.360782e-02 	 -2.308619e-04 	 5.060374e-03 	 -8.186136e-04 	 4.716459e-05 	 1.402494e-04 
321 	 -5.102835e-03 	 -9.804499e-04 	 -1.358132e-02 	 -2.331971e-04 	 2.980379e-03 	 -2.131454e-03 	 5.630233e-05 	 1.331725e-04 
322 	 -5.721590e-03 	 -1.244446e-03 	 -1.355692e-02 	 -2.363376e-04 	 2.888240e-03 	 -4.283440e-05 	 6.509717e-05 	 1.326259e-04 
323 	 -7.678193e-03 	 -7.274868e-04 	 -1.353871e-02 	 -2.378582e-04 	 2.767795e-03 	 -6.848086e-04 	 7.346466e-05 	 1.300951e-04 
324 	 -7.026333e-03 	 -1.307964e-03 	 -1.351861e-02 	 -2.411610e-04 	 1.078210e-03 	 -2.772447e-04 	 7.656572e-05 	 1.288379e-04 
325 	 -6.619204e-03 	 4.122221e-04 	 -1.349739e-02 	 -2.391506e-04 	 4.699553e-04 	 8.799244e-04 	 7.777615e-05 	 1.311489e-04 
326 	 -5.351328e-03 	 -6.096799e-04 	 -1.347240e-02 	 -2.402872e-04 	 2.600052e-03 	 1.305974e-03 	 8.551319e-05 	 1.347527e-04 
327 	 -3.333478e-03 	 -2.085199e-03 	 -1.344139e-02 	 -2.459291e-04 	 4.035840e-04 	 4.975056e-04 	 8.648589e-05 	 1.358620e-04 
328 	 -7.200439e-03 	 -2.324992e-03 	 -1.342236e-02 	 -2.522677e-04 	 1.973383e-03 	 -5.258653e-04 	 9.223862e-05 	 1.338446e-04 
329 	 -6.927949e-03 	 -6.858538e-04 	 -1.340262e-02 	 -2.535856e-04 	 1.971389e-03 	 -2.406122e-04 	 9.795033e-05 	 1.327064e-04 
330 	 -5.177317e-03 	 1.280885e-03 	 -1.337770e-02 	 -2.489357e-04 	 -2.160774e-03 	 -1.925863e-03 	 9.110571e-05 	 1.264683e-04 
331 	 -6.639155e-03 	 1.339980e-04 	 -1.335734e-02 	 -2.477788e-04 	 -2.667014e-03 	 -5.546096e-04 	 8.277302e-05 	 1.244107e-04 
332 	 -5.864135e-03 	 6.214122e-04 	 -1.333477e-02 	 -2.451607e-04 	 -1.578548e-03 	 -5.624606e-04 	 7.776904e-05 	 1.223418e-04 
333 	 -6.441013e-03 	 9.989249e-04 	 -1.331407e-02 	 -2.414247e-04 	 1.454526e-03 	 -2.285273e-03 	 8.190344e-05 	 1.151117e-04 
334 	 -4.920953e-03 	 -5.724109e-04 	 -1.328894e-02 	 -2.424157e-04 	 -2.002959e-03 	 -2.949053e-03 	 7.566134e-05 	 1.059376e-04 
335 	 -3.633452e-03 	 -9.532081e-04 	 -1.326012e-02 	 -2.445375e-04 	 -3.343218e-03 	 -4.078105e-03 	 6.545573e-05 	 9.344789e-05 
336 	 -5.364007e-03 	 6.033073e-04 	 -1.323662e-02 	 -2.420141e-04 	 -4.414705e-03 	 -2.526517e-03 	 5.212192e-05 	 8.565038e-05 
337 	 -6.384933e-03 	 -4.944751e-04 	 -1.321629e-02 	 -2.427633e-04 	 -5.657921e-03 	 -1.904225e-03 	 3.517817e-05 	 7.974570e-05 
338 	 -6.901030e-03 	 2.616576e-03 	 -1.319760e-02 	 -2.343037e-04 	 -5.132872e-03 	 -2.191564e-03 	 1.988808e-05 	 7.302585e-05 
339 	 -6.276341e-03 	 1.237747e-03 	 -1.317719e-02 	 -2.299614e-04 	 -6.121466e-03 	 -2.490819e-03 	 1.771995e-06 	 6.546289e-05 
340 	 -5.522446e-03 	 1.072798e-03 	 -1.315467e-02 	 -2.261297e-04 	 -1.170771e-03 	 -7.704710e-04 	 -1.676662e-06 	 6.300426e-05 
341 	 -6.590579e-03 	 9.737085e-04 	 -1.313542e-02 	 -2.226111e-04 	 5.145715e-04 	 -5.222004e-04 	 -1.627376e-07 	 6.128812e-05 
342 	 -6.736449e-03 	 1.246112e-03 	 -1.311671e-02 	 -2.183166e-04 	 -2.662526e-03 	 7.795744e-04 	 -7.947426e-06 	 6.338837e-05 
343 	 -7.181035e-03 	 2.587143e-03 	 -1.309941e-02 	 -2.101374e-04 	 5.536264e-04 	 1.250959e-03 	 -6.310185e-06 	 6.685068e-05 
344 	 -6.197032e-03 	 2.974729e-03 	 -1.307934e-02 	 -2.008791e-04 	 4.729791e-04 	 1.962339e-03 	 -4.916902e-06 	 7.236082e-05 
345 	 -8.091449e-03 	 2.439819e-03 	 -1.306488e-02 	 -1.932249e-04 	 2.815033e-03 	 3.578756e-03 	 3.256867e-06 	 8.252428e-05 
346 	 -5.020448e-03 	 3.818647e-03 	 -1.304163e-02 	 -1.816299e-04 	 2.399823e-03 	 3.503484e-03 	 1.018336e-05 	 9.241145e-05 
347 	 -8.736464e-03 	 1.621943e-03 	 -1.302923e-02 	 -1.764323e-04 	 2.231799e-03 	 2.489996e-03 	 1.658571e-05 	 9.932091e-05 
348 	 -8.755169e-03 	 1.576932e-03 	 -1.301695e-02 	 -1.713939e-04 	 -1.252823e-03 	 8.222681e-04 	 1.293798e-05 	 1.013983e-04 
349 	 -6.160242e-03 	 2.632668e-04 	 -1.299730e-02 	 -1.701484e-04 	 -2.714323e-03 	 2.338841e-04 	 5.123482e-06 	 1.017780e-04 
350 	 -5.904265e-03 	 1.162220e-03 	 -1.297703e-02 	 -1.663417e-04 	 7.518024e-04 	 -2.781526e-04 	 7.256850e-06 	 1.006924e-04 
351 	 -4.415297e-03 	 2.648497e-04 	 -1.295264e-02 	 -1.651132e-04 	 -1.166230e-03 	 -6.789783e-04 	 3.913584e-06 	 9.847116e-05 
352 	 -6.157398e-03 	 1.523461e-03 	 -1.293334e-02 	 -1.603161e-04 	 4.295577e-04 	 8.056516e-04 	 5.122800e-06 	 1.004802e-04 
353 	 -9.209585e-03 	 1.420453e-03 	 -1.292279e-02 	 -1.558380e-04 	 -2.750266e-03 	 1.407051e-03 	 -2.682834e-06 	 1.041815e-04 
354 	 -9.344433e-03 	 1.557835e-03 	 -1.291268e-02 	 -1.509971e-04 	 -1.048244e-03 	 1.847670e-03 	 -5.636396e-06 	 1.091066e-04 
355 	 -8.936561e-03 	 1.999681e-03 	 -1.290148e-02 	 -1.449389e-04 	 -2.166517e-04 	 8.143493e-04 	 -6.230806e-06 	 1.110932e-04 
356 	 -7.314568e-03 	 -1.642691e-03 	 -1.288578e-02 	 -1.491460e-04 	 -5.236210e-04 	 2.077200e-03 	 -7.684149e-06 	 1.166160e-04 
357 	 -7.100275e-03 	 -3.691408e-04 	 -1.286958e-02 	 -1.497623e-04 	 1.451198e-03 	 5.246583e-04 	 -3.597645e-06 	 1.177590e-04 
358 	 -7.288171e-03 	 -7.821181e-04 	 -1.285399e-02 	 -1.515286e-04 	 -4.304940e-04 	 7.992699e-04 	 -4.790093e-06 	 1.196626e-04 
359 	 -7.288171e-03 	 -7.821181e-04 	 -1.283848e-02 	 -1.532852e-04 	 -4.304940e-04 	 7.992699e-04 	 -5.975898e-06 	 1.215557e-04 
360 	 -8.331087e-03 	 -2.099739e-05 	 -1.282596e-02 	 -1.529177e-04 	 -7.503228e-04 	 7.880210e-04 	 -8.043529e-06 	 1.234070e-04 
361 	 -9.850624e-03 	 -1.591965e-03 	 -1.281772e-02 	 -1.569040e-04 	 2.008044e-03 	 -2.526683e-04 	 -2.458799e-06 	 1.223652e-04 
362 	 -9.124745e-03 	 -7.307842e-04 	 -1.280752e-02 	 -1.584893e-04 	 1.477685e-03 	 -1.582425e-03 	 1.629996e-06 	 1.176559e-04 
363 	 -8.032488e-03 	 7.048611e-04 	 -1.279437e-02 	 -1.561109e-04 	 8.316896e-04 	 -1.169458e-03 	 3.916661e-06 	 1.141101e-04 
364 	 -6.754352e-03 	 2.425953e-03 	 -1.277777e-02 	 -1.490173e-04 	 -1.942945e-03 	 -4.321185e-04 	 -1.431859e-06 	 1.126095e-04 
365 	 -7.393492e-03 	 2.762078e-03 	 -1.276302e-02 	 -1.410417e-04 	 -4.050271e-03 	 -2.310055e-03 	 -1.252457e-05 	 1.059720e-04 
366 	 -5.594537e-03 	 1.511312e-03 	 -1.274344e-02 	 -1.365271e-04 	 -3.232709e-03 	 -3.132266e-03 	 -2.132289e-05 	 9.712440e-05 
367 	 -6.300749e-03 	 1.852374e-03 	 -1.272588e-02 	 -1.311077e-04 	 -2.760660e-03 	 -5.401965e-04 	 -2.878702e-05 	 9.538783e-05 
368 	 -9.445092e-03 	 1.397880e-03 	 -1.271696e-02 	 -1.269529e-04 	 -2.153994e-03 	 -1.445696e-03 	 -3.456204e-05 	 9.120010e-05 
369 	 -8.334484e-03 	 -2.505381e-05 	 -1.270509e-02 	 -1.266767e-04 	 -2.219688e-03 	 -3.767058e-04 	 -4.048379e-05 	 8.993207e-05 
370 	 -1.261455e-02 	 -5.375499e-05 	 -1.270484e-02 	 -1.264796e-04 	 8.967583e-04 	 -8.900744e-05 	 -3.795071e-05 	 8.944845e-05 
371 	 -1.332767e-02 	 -1.005378e-03 	 -1.270652e-02 	 -1.288486e-04 	 1.203907e-03 	 -3.093022e-04 	 -3.460338e-05 	 8.837365e-05 
372 	 -1.002912e-02 	 6.337306e-04 	 -1.269933e-02 	 -1.267987e-04 	 -1.090184e-04 	 1.020751e-03 	 -3.480342e-05 	 9.088004e-05 
373 	 -7.496764e-03 	 7.439390e-04 	 -1.268538e-02 	 -1.244643e-04 	 -3.223765e-04 	 -1.025109e-03 	 -3.557439e-05 	 8.788811e-05 
374 	 -1.160482e-02 	 7.895397e-04 	 -1.268249e-02 	 -1.220204e-04 	 -2.110646e-03 	 -2.514726e-03 	 -4.112272e-05 	 8.092925e-05 
375 	 -7.769038e-03 	 7.025141e-04 	 -1.266939e-02 	 -1.198217e-04 	 -1.672401e-03 	 1.017249e-04 	 -4.547279e-05 	 8.098470e-05 
376 	 -9.933712e-03 	 -1.586662e-05 	 -1.266211e-02 	 -1.195452e-04 	 -3.795175e-03 	 -8.553043e-04 	 -5.544540e-05 	 7.849457e-05 
377 	 -9.019328e-03 	 1.011792e-03 	 -1.265245e-02 	 -1.165443e-04 	 -2.737696e-03 	 -8.980830e-04 	 -6.256013e-05 	 7.590418e-05 
378 	 -6.718306e-03 	 1.806299e-03 	 -1.263675e-02 	 -1.114574e-04 	 -8.486015e-04 	 -1.607008e-03 	 -6.463960e-05 	 7.145203e-05 
379 	 -6.433862e-03 	 3.382670e-03 	 -1.262038e-02 	 -1.022381e-04 	 3.205979e-04 	 -1.549273e-03 	 -6.362314e-05 	 6.717571e-05 
380 	 -8.770041e-03 	 2.914901e-03 	 -1.261025e-02 	 -9.429823e-05 	 -1.494803e-03 	 -1.202233e-03 	 -6.738941e-05 	 6.383516e-05 
381 	 -1.071058e-02 	 1.502944e-03 	 -1.260526e-02 	 -9.010599e-05 	 -1.452986e-03 	 -3.798454e-04 	 -7.102614e-05 	 6.267065e-05 
382 	 -6.835869e-03 	 5.005563e-04 	 -1.259016e-02 	 -8.855975e-05 	 -2.329648e-03 	 6.522796e-04 	 -7.693876e-05 	 6.421413e-05 
383 	 -8.549078e-03 	 -1.263769e-03 	 -1.257961e-02 	 -9.162818e-05 	 -7.157510e-04 	 1.634781e-03 	 -7.860668e-05 	 6.831483e-05 
384 	 -8.549078e-03 	 -1.263769e-03 	 -1.256911e-02 	 -9.468063e-05 	 -7.157510e-04 	 1.634781e-03 	 -8.026591e-05 	 7.239417e-05 
385 	 -6.544459e-03 	 -1.505246e-03 	 -1.255346e-02 	 -9.834444e-05 	 -1.218035e-03 	 8.364621e-05 	 -8.322115e-05 	 7.242339e-05 
386 	 -3.209195e-03 	 -3.977632e-04 	 -1.252926e-02 	 -9.912014e-05 	 2.951298e-03 	 5.722196e-04 	 -7.535970e-05 	 7.371820e-05 
387 	 -6.201135e-03 	 1.722862e-03 	 -1.251290e-02 	 -9.441217e-05 	 3.632020e-03 	 -5.831263e-04 	 -6.577991e-05 	 7.202093e-05 
388 	 -5.522858e-03 	 2.594900e-04 	 -1.249489e-02 	 -9.350005e-05 	 1.478523e-03 	 3.701361e-05 	 -6.179975e-05 	 7.193070e-05 
389 	 -6.831511e-03 	 1.252342e-03 	 -1.248033e-02 	 -9.004030e-05 	 1.507397e-03 	 -6.720058e-04 	 -5.776583e-05 	 7.001827e-05 
390 	 -6.420583e-03 	 1.591134e-03 	 -1.246479e-02 	 -8.572960e-05 	 -6.007681e-04 	 -4.120840e-04 	 -5.915814e-05 	 6.878211e-05 
391 	 -5.804744e-03 	 1.135962e-03 	 -1.244776e-02 	 -8.260507e-05 	 -4.407635e-03 	 -4.685774e-04 	 -7.027957e-05 	 6.740779e-05 
392 	 -7.352463e-03 	 1.236483e-04 	 -1.243476e-02 	 -8.207891e-05 	 -1.426600e-03 	 -2.714924e-04 	 -7.373957e-05 	 6.654325e-05 
393 	 -6.897184e-03 	 4.898328e-04 	 -1.242067e-02 	 -8.062367e-05 	 1.061545e-03 	 2.521166e-03 	 -7.085080e-05 	 7.278911e-05 
394 	 -1.619978e-03 	 -3.439093e-04 	 -1.239326e-02 	 -8.129191e-05 	 7.342341e-04 	 1.376101e-03 	 -6.880744e-05 	 7.609700e-05 
395 	 -3.482212e-03 	 -1.065002e-03 	 -1.237070e-02 	 -8.378231e-05 	 -1.962249e-03 	 2.016973e-03 	 -7.360096e-05 	 8.101061e-05 
396 	 -3.973451e-03 	 -7.976436e-04 	 -1.234949e-02 	 -8.558499e-05 	 -1.369666e-03 	 2.198167e-03 	 -7.687385e-05 	 8.635697e-05 
397 	 -5.493169e-03 	 -4.593600e-04 	 -1.233222e-02 	 -8.652649e-05 	 -2.959353e-03 	 2.062628e-03 	 -8.413451e-05 	 9.133498e-05 
398 	 -6.652276e-03 	 -5.770307e-04 	 -1.231795e-02 	 -8.775891e-05 	 -1.191563e-03 	 1.109647e-03 	 -8.691699e-05 	 9.389355e-05 
399 	 -8.775095e-03 	 -1.312910e-03 	 -1.230907e-02 	 -9.082947e-05 	 1.989566e-03 	 1.449633e-03 	 -8.171277e-05 	 9.729140e-05 
400 	 -4.625173e-03 	 -1.642846e-03 	 -1.228986e-02 	 -9.470951e-05 	 9.097442e-04 	 7.016188e-04 	 -7.923413e-05 	 9.880222e-05 
401 	 -7.318874e-03 	 -8.410225e-04 	 -1.227747e-02 	 -9.657064e-05 	 3.330587e-03 	 1.506864e-03 	 -7.073083e-05 	 1.023136e-04 
402 	 -7.358627e-03 	 7.626192e-04 	 -1.226523e-02 	 -9.443335e-05 	 2.031287e-03 	 -7.388614e-04 	 -6.550193e-05 	 1.002211e-04 
403 	 -6.780454e-03 	 6.935110e-04 	 -1.225162e-02 	 -9.247815e-05 	 -7.528919e-04 	 -1.083582e-03 	 -6.720762e-05 	 9.728364e-05 
404 	 -1.103787e-02 	 5.257683e-04 	 -1.224862e-02 	 -9.094784e-05 	 4.192156e-05 	 2.808698e-04 	 -6.693749e-05 	 9.773806e-05 
405 	 -4.968493e-03 	 -3.511787e-05 	 -1.223064e-02 	 -9.080999e-05 	 -7.889432e-04 	 2.202964e-04 	 -6.872022e-05 	 9.804067e-05 
406 	 -4.162038e-03 	 -2.641613e-03 	 -1.221077e-02 	 -9.709275e-05 	 -6.318416e-04 	 2.076529e-04 	 -7.010722e-05 	 9.831066e-05 
407 	 -4.440426e-03 	 -1.965106e-03 	 -1.219167e-02 	 -1.016825e-04 	 2.263615e-03 	 1.337164e-03 	 -6.437326e-05 	 1.013545e-04 
408 	 -2.876239e-03 	 -1.514246e-03 	 -1.216884e-02 	 -1.051446e-04 	 4.865356e-03 	 9.311799e-04 	 -5.229059e-05 	 1.033884e-04 
409 	 -6.908469e-04 	 -1.769512e-03 	 -1.214078e-02 	 -1.092140e-04 	 -2.147028e-04 	 7.319764e-04 	 -5.268769e-05 	 1.049253e-04 
410 	 -1.822471e-03 	 -1.119839e-03 	 -1.211561e-02 	 -1.116789e-04 	 -1.508256e-03 	 -1.579954e-04 	 -5.623785e-05 	 1.042840e-04 
411 	 -1.822471e-03 	 -1.119839e-03 	 -1.209057e-02 	 -1.141319e-04 	 -1.508256e-03 	 -1.579954e-04 	 -5.977074e-05 	 1.036459e-04 
412 	 -7.949556e-04 	 -1.549928e-03 	 -1.206315e-02 	 -1.176168e-04 	 -3.087258e-03 	 -1.279972e-03 	 -6.711902e-05 	 1.002876e-04 
413 	 -2.505534e-03 	 -3.047335e-03 	 -1.204001e-02 	 -1.247106e-04 	 -1.041578e-03 	 -2.125808e-04 	 -6.947848e-05 	 9.953003e-05 
414 	 -7.032382e-03 	 -2.753160e-03 	 -1.202791e-02 	 -1.310595e-04 	 -2.423865e-03 	 -1.096635e-03 	 -7.516540e-05 	 9.664074e-05 
415 	 -4.982942e-03 	 -2.944895e-03 	 -1.201094e-02 	 -1.378398e-04 	 -7.000641e-04 	 2.345483e-04 	 -7.667118e-05 	 9.697305e-05 
416 	 -5.802402e-03 	 -1.198951e-03 	 -1.199601e-02 	 -1.403906e-04 	 1.190882e-03 	 -6.114673e-04 	 -7.362418e-05 	 9.527007e-05 
417 	 -6.581769e-03 	 -1.529000e-03 	 -1.198303e-02 	 -1.437206e-04 	 -1.296186e-03 	 3.447382e-04 	 -7.655598e-05 	 9.586831e-05 
418 	 -4.910193e-03 	 -2.543304e-03 	 -1.196611e-02 	 -1.494612e-04 	 -2.425772e-03 	 1.209892e-03 	 -8.217612e-05 	 9.853344e-05 
419 	 -6.415587e-03 	 -2.359837e-03 	 -1.195286e-02 	 -1.547365e-04 	 -1.825562e-05 	 1.732549e-03 	 -8.202356e-05 	 1.024332e-04 
420 	 -8.330017e-03 	 -3.892367e-03 	 -1.194424e-02 	 -1.636357e-04 	 1.371273e-03 	 1.056361e-03 	 -7.856333e-05 	 1.047045e-04 
421 	 -8.580170e-03 	 -3.202836e-03 	 -1.193625e-02 	 -1.708547e-04 	 9.631655e-04 	 4.181719e-04 	 -7.608892e-05 	 1.054491e-04 
422 	 -9.611123e-03 	 -2.283255e-03 	 -1.193074e-02 	 -1.758604e-04 	 -6.904684e-04 	 7.214243e-04 	 -7.754479e-05 	 1.069087e-04 
423 	 -7.250146e-03 	 -7.702139e-06 	 -1.191967e-02 	 -1.754628e-04 	 2.196902e-04 	 2.596731e-03 	 -7.684211e-05 	 1.127948e-04 
424 	 -5.178460e-03 	 -1.704300e-03 	 -1.190377e-02 	 -1.790686e-04 	 2.537819e-03 	 9.201418e-06 	 -7.067546e-05 	 1.125505e-04 
425 	 -3.471364e-03 	 -2.122651e-03 	 -1.188393e-02 	 -1.836417e-04 	 3.341081e-05 	 -3.635834e-04 	 -7.043055e-05 	 1.114302e-04 
426 	 -4.911572e-03 	 -1.350773e-03 	 -1.186756e-02 	 -1.863815e-04 	 -3.027927e-04 	 2.870814e-04 	 -7.097600e-05 	 1.118425e-04 
427 	 -7.805678e-03 	 -1.106126e-03 	 -1.185805e-02 	 -1.885354e-04 	 -1.691138e-03 	 -4.228240e-04 	 -7.477029e-05 	 1.105904e-04 
428 	 -2.767752e-03 	 -1.340465e-03 	 -1.183681e-02 	 -1.912268e-04 	 -2.458340e-03 	 -2.452497e-05 	 -8.033938e-05 	 1.102747e-04 
429 	 -6.106715e-03 	 7.943106e-05 	 -1.182346e-02 	 -1.905959e-04 	 1.085595e-03 	 -5.510204e-04 	 -7.762158e-05 	 1.087332e-04 
430 	 -4.988918e-03 	 -1.677144e-03 	 -1.180756e-02 	 -1.940530e-04 	 3.773821e-03 	 2.884986e-03 	 -6.866474e-05 	 1.151896e-04 
431 	 -7.457598e-03 	 -2.826814e-04 	 -1.179747e-02 	 -1.942587e-04 	 2.659149e-03 	 8.010077e-04 	 -6.233570e-05 	 1.167808e-04 
432 	 -6.649085e-03 	 1.102328e-04 	 -1.178555e-02 	 -1.935538e-04 	 3.014562e-03 	 -3.476825e-04 	 -5.521326e-05 	 1.157057e-04 
433 	 -6.732727e-03 	 1.385073e-04 	 -1.177388e-02 	 -1.927869e-04 	 -1.011297e-03 	 2.309632e-04 	 -5.742130e-05 	 1.159719e-04 
434 	 -5.704561e-03 	 1.559055e-03 	 -1.175990e-02 	 -1.887504e-04 	 -3.264983e-03 	 -4.634352e-04 	 -6.481200e-05 	 1.146368e-04 
435 	 -3.105051e-03 	 2.397396e-03 	 -1.174000e-02 	 -1.828053e-04 	 2.831730e-03 	 3.626590e-04 	 -5.815328e-05 	 1.152070e-04 
436 	 -5.849381e-03 	 9.960347e-04 	 -1.172649e-02 	 -1.801015e-04 	 2.217948e-03 	 -5.237401e-04 	 -5.293287e-05 	 1.137415e-04 
437 	 -5.559296e-03 	 -5.232167e-04 	 -1.171238e-02 	 -1.808867e-04 	 1.964781e-03 	 -1.388861e-03 	 -4.831567e-05 	 1.103031e-04 
438 	 -5.846831e-03 	 -3.830598e-05 	 -1.169899e-02 	 -1.805611e-04 	 5.573607e-04 	 1.364759e-04 	 -4.693285e-05 	 1.103628e-04 
439 	 -6.799326e-03 	 3.565634e-04 	 -1.168783e-02 	 -1.793376e-04 	 -2.916215e-03 	 -1.966615e-03 	 -5.346880e-05 	 1.056317e-04 
440 	 -5.833032e-03 	 1.301089e-03 	 -1.167452e-02 	 -1.759730e-04 	 -2.994641e-03 	 -3.151531e-03 	 -6.015328e-05 	 9.822903e-05 
441 	 -6.416436e-03 	 1.799507e-03 	 -1.166260e-02 	 -1.714935e-04 	 6.390636e-04 	 -2.201701e-03 	 -5.856776e-05 	 9.301377e-05 
442 	 -6.017176e-03 	 9.204130e-05 	 -1.164982e-02 	 -1.708972e-04 	 3.037445e-03 	 -1.654260e-03 	 -5.156320e-05 	 8.906066e-05 
443 	 -5.051481e-03 	 1.431482e-04 	 -1.163493e-02 	 -1.701883e-04 	 2.191950e-03 	 9.933809e-04 	 -4.649884e-05 	 9.110202e-05 
444 	 -5.021592e-03 	 3.417443e-04 	 -1.162003e-02 	 -1.690353e-04 	 2.904601e-03 	 -3.781808e-04 	 -3.985221e-05 	 9.004507e-05 
445 	 -2.568917e-03 	 -1.138021e-04 	 -1.159969e-02 	 -1.689112e-04 	 3.244596e-03 	 -1.349865e-03 	 -3.247143e-05 	 8.680932e-05 
446 	 -4.574937e-03 	 1.959661e-04 	 -1.158394e-02 	 -1.680931e-04 	 5.119733e-03 	 -4.565386e-04 	 -2.091940e-05 	 8.559105e-05 
447 	 -5.108571e-03 	 1.056313e-03 	 -1.156946e-02 	 -1.653539e-04 	 1.306479e-03 	 4.765089e-04 	 -1.794983e-05 	 8.646559e-05 
448 	 -6.398245e-03 	 4.356202e-04 	 -1.155791e-02 	 -1.640125e-04 	 -8.048921e-04 	 8.569460e-04 	 -1.970640e-05 	 8.818541e-05 
