#Beta=5.9000, ml=0.006600, ms=0.132000, u0=1.000, Nt=4, Ns=16^3 
#Iters 	 TraceF3iF3iMinusF4iF4i.real 	 TraceF3iF3iMinusF4iF4i.imag 	 AvgTraceF3iF3iMinusF4iF4i.real 	 AvgTraceF3iF3iMinusF4iF4i.imag 	 TraceF4iF3iPlusF3iF4i.real 	 TraceF4iF3iPlusF3iF4i.imag 	 AvgTraceF4iF3iPlusF3iF4i.real 	 AvgTraceF4iF3iPlusF3iF4i.imag 
459 	 7.154829e-04 	 -2.609358e-19 	 4.064562e-03 	 -5.172961e-21 	 -3.237674e-04 	 1.518968e-19 	 8.180044e-04 	 -1.284750e-20 
460 	 7.055874e-03 	 -3.799412e-19 	 4.071065e-03 	 -5.987675e-21 	 3.887745e-03 	 1.019417e-19 	 8.246777e-04 	 -1.259796e-20 
461 	 8.234553e-03 	 1.251473e-19 	 4.080097e-03 	 -5.703217e-21 	 4.401957e-03 	 5.054256e-19 	 8.324376e-04 	 -1.147426e-20 
462 	 6.182310e-03 	 1.090440e-19 	 4.084647e-03 	 -5.454846e-21 	 7.617570e-03 	 -2.521483e-19 	 8.471240e-04 	 -1.199520e-20 
463 	 6.954606e-03 	 3.921303e-19 	 4.090845e-03 	 -4.596131e-21 	 1.654853e-03 	 -7.196719e-19 	 8.488685e-04 	 -1.352366e-20 
464 	 5.694211e-03 	 5.292865e-19 	 4.094301e-03 	 -3.445522e-21 	 -2.076613e-03 	 -3.456068e-19 	 8.425636e-04 	 -1.423936e-20 
465 	 1.483876e-03 	 9.042721e-20 	 4.088687e-03 	 -3.243645e-21 	 -1.182486e-03 	 1.516098e-20 	 8.382087e-04 	 -1.417613e-20 
466 	 1.031930e-03 	 7.502125e-20 	 4.082128e-03 	 -3.075695e-21 	 2.088695e-03 	 -2.989017e-19 	 8.408921e-04 	 -1.478713e-20 
467 	 1.136951e-03 	 1.789692e-19 	 4.075821e-03 	 -2.685877e-21 	 -2.916575e-03 	 5.318151e-20 	 8.328462e-04 	 -1.464159e-20 
468 	 -1.449337e-03 	 3.629231e-19 	 4.064015e-03 	 -1.904661e-21 	 -2.580835e-03 	 1.857351e-20 	 8.255520e-04 	 -1.457062e-20 
469 	 5.814574e-03 	 -2.034176e-19 	 4.067748e-03 	 -2.334326e-21 	 -5.231204e-03 	 4.916050e-19 	 8.126378e-04 	 -1.349135e-20 
470 	 1.026582e-02 	 -8.560460e-20 	 4.080935e-03 	 -2.511497e-21 	 -3.820435e-03 	 1.426225e-20 	 8.027802e-04 	 -1.343230e-20 
471 	 8.838859e-03 	 -4.659710e-19 	 4.091037e-03 	 -3.495488e-21 	 -1.303800e-03 	 -2.775195e-19 	 7.983076e-04 	 -1.399299e-20 
472 	 5.538678e-03 	 1.174550e-19 	 4.094104e-03 	 -3.239237e-21 	 -1.422785e-03 	 3.750114e-19 	 7.936019e-04 	 -1.316883e-20 
473 	 5.452895e-03 	 -6.220939e-19 	 4.096977e-03 	 -4.547597e-21 	 2.327732e-03 	 -2.930420e-19 	 7.968453e-04 	 -1.376053e-20 
474 	 6.575433e-03 	 -1.107840e-19 	 4.102205e-03 	 -4.771725e-21 	 7.344008e-03 	 -5.313229e-20 	 8.106579e-04 	 -1.384359e-20 
475 	 4.093982e-03 	 2.310120e-19 	 4.102188e-03 	 -4.275338e-21 	 5.095583e-03 	 4.093473e-19 	 8.196788e-04 	 -1.295266e-20 
476 	 7.062027e-03 	 1.243104e-19 	 4.108406e-03 	 -4.005200e-21 	 8.355239e-03 	 3.410923e-19 	 8.355098e-04 	 -1.220887e-20 
477 	 9.760327e-03 	 2.299869e-19 	 4.120255e-03 	 -3.514650e-21 	 6.353655e-03 	 -4.938268e-21 	 8.470782e-04 	 -1.219363e-20 
478 	 9.524305e-03 	 1.221837e-19 	 4.131561e-03 	 -3.251683e-21 	 6.798785e-03 	 -2.573876e-19 	 8.595295e-04 	 -1.270659e-20 
479 	 4.490365e-03 	 1.572585e-19 	 4.132310e-03 	 -2.916589e-21 	 -1.303968e-03 	 -2.183740e-19 	 8.550128e-04 	 -1.313596e-20 
480 	 9.807283e-03 	 2.010284e-19 	 4.144133e-03 	 -2.491703e-21 	 -2.249561e-03 	 1.717004e-19 	 8.485449e-04 	 -1.275088e-20 
481 	 9.183258e-03 	 2.154853e-19 	 4.154609e-03 	 -2.038529e-21 	 3.540241e-03 	 8.420450e-20 	 8.541410e-04 	 -1.254931e-20 
482 	 9.038557e-03 	 3.883815e-19 	 4.164742e-03 	 -1.228529e-21 	 2.715283e-03 	 -2.704678e-19 	 8.580023e-04 	 -1.308441e-20 
483 	 8.653032e-03 	 -1.417816e-19 	 4.174034e-03 	 -1.519529e-21 	 3.822758e-03 	 3.035017e-19 	 8.641405e-04 	 -1.242895e-20 
484 	 5.034174e-03 	 -3.054847e-20 	 4.175811e-03 	 -1.579506e-21 	 1.968178e-03 	 -1.906066e-19 	 8.664216e-04 	 -1.279709e-20 
485 	 6.218667e-03 	 3.846147e-19 	 4.180023e-03 	 -7.832294e-22 	 2.658171e-03 	 -6.456732e-19 	 8.701159e-04 	 -1.410199e-20 
486 	 4.448064e-03 	 -5.753580e-19 	 4.180575e-03 	 -1.965482e-21 	 9.053622e-03 	 2.603882e-19 	 8.869544e-04 	 -1.353719e-20 
487 	 9.779940e-03 	 1.239336e-19 	 4.192073e-03 	 -1.706962e-21 	 5.688786e-03 	 -9.682397e-20 	 8.968144e-04 	 -1.370821e-20 
488 	 4.976193e-03 	 2.016710e-19 	 4.193679e-03 	 -1.290204e-21 	 8.754308e-03 	 -1.374162e-19 	 9.129158e-04 	 -1.396171e-20 
489 	 -1.917144e-03 	 -4.096999e-19 	 4.181183e-03 	 -2.125398e-21 	 8.011621e-03 	 4.445302e-19 	 9.274326e-04 	 -1.302410e-20 
490 	 -3.643802e-03 	 1.025399e-19 	 4.165213e-03 	 -1.911795e-21 	 3.514214e-03 	 -2.157978e-19 	 9.327117e-04 	 -1.343793e-20 
491 	 -3.643802e-03 	 1.025399e-19 	 4.149309e-03 	 -1.699063e-21 	 3.514214e-03 	 -2.157978e-19 	 9.379694e-04 	 -1.385006e-20 
492 	 2.859803e-03 	 1.251401e-19 	 4.146688e-03 	 -1.441259e-21 	 3.252437e-03 	 1.571808e-19 	 9.426736e-04 	 -1.350244e-20 
493 	 2.859803e-03 	 1.251401e-19 	 4.144078e-03 	 -1.184502e-21 	 3.252437e-03 	 1.571808e-19 	 9.473587e-04 	 -1.315623e-20 
494 	 -1.601250e-03 	 -2.125310e-19 	 4.132448e-03 	 -1.612329e-21 	 1.963918e-03 	 6.817871e-20 	 9.494165e-04 	 -1.299158e-20 
495 	 -3.361909e-04 	 -1.683069e-19 	 4.123420e-03 	 -1.949085e-21 	 5.078497e-03 	 3.717956e-19 	 9.577581e-04 	 -1.221423e-20 
496 	 8.078973e-04 	 -1.368250e-19 	 4.116736e-03 	 -2.221013e-21 	 1.054435e-03 	 1.049655e-19 	 9.579530e-04 	 -1.197798e-20 
497 	 6.541468e-04 	 3.780995e-19 	 4.109769e-03 	 -1.455780e-21 	 5.538064e-03 	 -1.351026e-19 	 9.671685e-04 	 -1.222572e-20 
498 	 1.308028e-03 	 5.466656e-20 	 4.104143e-03 	 -1.343085e-21 	 1.084829e-03 	 1.464101e-19 	 9.674048e-04 	 -1.190717e-20 
499 	 -5.263560e-03 	 -3.145349e-19 	 4.085370e-03 	 -1.970724e-21 	 1.832897e-03 	 4.314169e-19 	 9.691392e-04 	 -1.101875e-20 
500 	 -1.229317e-03 	 9.787478e-20 	 -1.229317e-03 	 9.787478e-20 	 2.192891e-03 	 -3.753876e-19 	 2.192891e-03 	 -3.753876e-19 
501 	 -1.229317e-03 	 9.787478e-20 	 -1.229317e-03 	 9.787478e-20 	 2.192891e-03 	 -3.753876e-19 	 2.192891e-03 	 -3.753876e-19 
502 	 -5.657442e-03 	 -5.796660e-20 	 -2.705359e-03 	 4.592765e-20 	 -7.625159e-04 	 5.077400e-20 	 1.207755e-03 	 -2.333337e-19 
503 	 -4.328670e-03 	 -2.412127e-19 	 -3.111186e-03 	 -2.585743e-20 	 -4.320897e-03 	 1.130400e-19 	 -1.744079e-04 	 -1.467403e-19 
504 	 -4.328670e-03 	 -2.412127e-19 	 -3.354683e-03 	 -6.892848e-20 	 -4.320897e-03 	 1.130400e-19 	 -1.003706e-03 	 -9.478423e-20 
505 	 -2.644384e-03 	 3.699812e-19 	 -3.236300e-03 	 4.223142e-21 	 -5.131336e-03 	 2.380187e-19 	 -1.691644e-03 	 -3.931707e-20 
506 	 -3.510409e-03 	 7.748571e-20 	 -3.275458e-03 	 1.468922e-20 	 -7.506462e-03 	 -9.198455e-20 	 -2.522332e-03 	 -4.684099e-20 
507 	 -1.559335e-03 	 2.503079e-19 	 -3.060943e-03 	 4.414156e-20 	 -9.432391e-03 	 -1.094470e-19 	 -3.386090e-03 	 -5.466674e-20 
508 	 -2.181421e-03 	 -4.839923e-19 	 -2.963218e-03 	 -1.453999e-20 	 -4.630400e-03 	 1.749284e-19 	 -3.524346e-03 	 -2.915
